,Unnamed: 0,Text,cleaned_text,len
1627,1632,"Without mesopelagic predators, far more plankton would die in the surface waters, their bodily carbon returned rapidly to the atmosphere.",without mesopelagic predators far plankton would die surface waters bodily carbon returned rapidly atmosphere ,135
1630,1635,From their earliest days such soundings suggested a lot of creatures live in the mesopelagic.,earliest days soundings suggested lot creatures live mesopelagic ,93
1639,1644,"Unlike Deep See, Mesobot will run untethered.",unlike deep see mesobot run untethered ,44
1641,1646,"WHOI’s roboticists are paying special attention to Mesobot’s thrusters, ensuring that they do not disturb the life the probe is trying to video.",whoi roboticists paying special attention mesobot thrusters ensuring disturb life probe trying video ,143
1642,1647,It will be the first time that the behaviour of mesopelagic animals has been recorded in a natural setting.,first time behaviour mesopelagic animals recorded natural setting ,107
1651,1656,"Once the fleets start hauling in their catches, the temptation will be to collect more and more.",fleets start hauling catches temptation collect ,95
1654,1659,Whether they will take it is another matter.,whether take another matter ,44
1655,1660,"WHEN A CLINICIAN showed Dr Nizar’s sons a pain chart, they asked her what the smiley face at one end of the scale meant.",clinician showed dr nizar sons pain chart asked smiley face one end scale meant ,119
1656,1661,"The boys do not know, Dr Nizar says, what it is like to live without pain.",boys know dr nizar says like live without pain ,72
1657,1662,Not all the diseases caused by calamitously failed single genes are quite that awful.,diseases caused calamitously failed single genes quite awful ,85
1659,1664,"And so, too, for the most part, are their diseases.",part diseases ,48
1661,1666,"It has not yet, though, provided much by way of cures.",yet though provided much way cures ,52
1665,1670,"Dr Nizar’s took even longer, largely because only a handful of doctors on the planet have any experience with Jansen’s disease.",dr nizar took even longer largely handful doctors planet experience jansen disease ,126
1667,1672,"This matters because, even when genetic diseases cannot be cured, knowing the precise nature of the defect often matters—and the earlier it is known, the better.",matters even genetic diseases cannot cured knowing precise nature defect often matters earlier known better ,158
1703,1708,"That build-up was progressively robbing her of movement, sight and thought.",build progressively robbing movement sight thought ,74
1704,1709,It was eventually going to kill her.,eventually going kill ,36
1709,1714,The foundation is now trying to get the same thing done for hundreds of other very rare diseases.A lot of charities are doing similar things.,foundation trying get thing done hundreds rare diseases lot charities similar things ,141
1712,1717,"Some are small, like the one Rohan Seth, an entrepreneur, started for his six-month-old daughter Lydia.",small like one rohan seth entrepreneur started six month old daughter lydia ,100
1715,1720,The disease which afflicts her family is not yet amenable to this particular approach.,disease afflicts family yet amenable particular approach ,86
1716,1721,But there may be more miracles on the way.,may miracles way ,42
1738,1743,"But although plenty of cash and brow-sweat have been thrown at the problem over the years, nobody really knows how the brain works.",although plenty cash brow sweat thrown problem years nobody really knows brain works ,130
1761,1766,"By the end of the 21st century we will be able to deconstruct humans anrd reconstruct them in another place: ""Beam me up, Scottie"".",end st century able deconstruct humans anrd reconstruct another place beam scottie ,125
1763,1768,"Consider the airplane at the start of the 20th century with that at the end.Ian Thomas Port Elizabeth, South AfricaYou sayWest Hartford, Connecticut",consider airplane start th century end ian thomas port elizabeth south africayou saywest hartford connecticut ,144
1765,1770,"He hooked a pinfish, which has sharp spines down its back.",hooked pinfish sharp spines back ,57
1766,1771,He pulled too hard.,pulled hard ,19
1767,1772,"As the fish came out of the water, one of its spines went into his right eye.",fish came water one spines went right eye ,76
1768,1773,"Keen not to cut short a day outdoors, he soldiered on without going to hospital.",keen cut short day outdoors soldiered without going hospital ,79
