,Unnamed: 0,Text,cleaned_text,len
19709,19780,The practice was then enthusiastically taken up around the world and the word “vaccination” was derived from the Latin word for “cow”.,the practice was then enthusiastically taken up around the world and the word vaccination was derived from the latin word for cow ,130
19733,19804,It has also been around a lot longer than the plague.,it has also been around a lot longer than the plague ,53
19736,19807,An historical agent of death is already saving the lives of a few today.,an historical agent of death is already saving the lives of a few today ,72
19737,19808,Maybe one day it will also be the saviour of many.,maybe one day it will also be the saviour of many ,50
19742,19813,Why not track them all?And why stop there?,why not track them all and why stop there ,42
19744,19815,"Could all of them be identified, too, and sentry posts set up that would provide news of their incursions?Before covid-19 such ideas seemed both expensive and outlandish.",could all of them be identified too and sentry posts set up that would provide news of their incursions before covid such ideas seemed both expensive and outlandish ,165
19750,19821,"Seeing what antibodies someone’s blood contains can show, for instance, whether they had measles as a child, which flu virus laid them low last winter or which cold virus they sniffed their way through with mild irritation three weeks ago.",seeing what antibodies someone s blood contains can show for instance whether they had measles as a child which flu virus laid them low last winter or which cold virus they sniffed their way through with mild irritation three weeks ago ,236
19751,19822,"Even if a pathogen never made them sick, the memory of its attempt to do so may still circulate.The GIO would ideally test every tiny sample of blood for hundreds of thousands of distinct antibodies.",even if a pathogen never made them sick the memory of its attempt to do so may still circulate the gio would ideally test every tiny sample of blood for hundreds of thousands of distinct antibodies ,198
19753,19824,But there are tools that might be up to the job.,but there are tools that might be up to the job ,48
19759,19830,"“[It] allows us to get a readout simultaneously of hundreds of thousands of different antibodies that somebody might have,” says Dr Mina.A system to provide hundreds of thousands of blood samples, even tiny ones, would require a lot of planning and broad goodwill.", it allows us to get a readout simultaneously of hundreds of thousands of different antibodies that somebody might have says dr mina a system to provide hundreds of thousands of blood samples even tiny ones would require a lot of planning and broad goodwill ,258
